text,label
['I want to finish my parliamentary procedure'],2
['Natural my order'],2
['Single am do for now'],2
['Iodine require to pay'],2
['finish my order'],2
['Natural my order'],2
['Iodin want to buy some chicken'],0
['add cheese to my pushcart'],0
['add this to my cart'],0
['sum'],0
['I want to buy drinking chocolate'],0
['I need to polish off from my cart'],1
['remove from my cart'],1
['take away the final product from my cart'],1
['remove the white cheeseflower from my cart'],1
['murder this from my go cart'],1
['take away'],1
['I want to polish off my order'],2
['Natural my order'],2
['I be serve for now'],2
['Single require to pay'],2
['stop my order'],2
['Natural my order'],2
['I want to bribe some chicken'],0
['add cheese to my cart'],0
['append this to my cart'],0
['tote up'],0
"[""I want to grease one's palms hot chocolate""]",0
['I want to bump off from my pushcart'],1
['remove from my pushcart'],1
['remove the final product from my handcart'],1
['remove the ashen cheese from my pushcart'],1
['remove this from my cart'],1
['bump off'],1
['I need to end my order'],2
['Natural my order'],2
['Ane am fare for now'],2
['Atomic number 53 require to pay'],2
['finish my order'],2
['Natural my order'],2
['I need to purchase some chicken'],0
['add malva sylvestris to my handcart'],0
['summate this to my cart'],0
['sum'],0
['Unity want to buy deep brown'],0
['I want to remove from my pushcart'],1
['remove from my pushcart'],1
['transfer the lowest product from my cart'],1
['bump off the clean cheese from my cart'],1
['remove this from my go cart'],1
['take away'],1
['I want to finish my gild'],2
['Cancel my guild'],2
['1 am done for now'],2
['I want to devote'],2
['finish my parliamentary procedure'],2
['Cancel my monastic order'],2
"[""I need to grease one's palms some chicken""]",0
['tally cheeseflower to my cart'],0
['bring this to my handcart'],0
['append'],0
['I want to buy burnt umber'],0
['Ane want to take away from my cart'],1
['remove from my cart'],1
['remove the final product from my cart'],1
['get rid of the white cheese from my cart'],1
['transfer this from my cart'],1
['dispatch'],1
['Ace want to finish my order'],2
['Cancel my monastic order'],2
['I personify done for forthwith'],2
['I desire to make up'],2
['finish up my order'],2
['Natural my order'],2
['I want to buy some crybaby'],0
['summate cheese to my cart'],0
['add this to my handcart'],0
['add together'],0
['I require to buy chocolate'],0
['I require to remove from my handcart'],1
['remove from my cart'],1
['remove the final product from my pushcart'],1
['remove the livid cheese from my cart'],1
['remove this from my go cart'],1
['take out'],1
['I need to finish my club'],2
['Cancel my order'],2
['I be behave for now'],2
['Ane want to ante up'],2
['complete my order'],2
['Cancel my gild'],2
['I want to buy some poulet'],0
['add together cheese to my cart'],0
['tot this to my cart'],0
['append'],0
['I desire to buy burnt umber'],0
['1 desire to remove from my cart'],1
['remove from my go cart'],1
['polish off the last product from my cart'],1
['remove the ashen cheeseflower from my cart'],1
['remove this from my pushcart'],1
['off'],1
['I desire to finish up my order'],2
['Natural my order'],2
['I am done for at once'],2
['I desire to pay'],2
['complete my order'],2
['Cancel my order'],2
['Single require to buy some chicken'],0
['add cheese to my go cart'],0
['tally this to my cart'],0
['tote up'],0
['I desire to bribe chocolate'],0
['Ace want to remove from my cart'],1
['remove from my go cart'],1
['take away the final cartesian product from my cart'],1
['murder the bloodless cheese from my cart'],1
['hit this from my cart'],1
['transfer'],1
['1 want to finish my parliamentary law'],2
['Cancel my order'],2
['I exist done for straightaway'],2
['I require to yield'],2
['complete my order'],2
['Cancel my order'],2
['I need to buy some crybaby'],0
['add cheese to my go cart'],0
['add this to my cart'],0
['tot'],0
['I want to buy drinking chocolate'],0
['1 want to take out from my pushcart'],1
['remove from my cart'],1
['move out the last cartesian product from my go cart'],1
['get rid of the white malva sylvestris from my cart'],1
['remove this from my cart'],1
['off'],1
['I desire to fetch up my order'],2
['Cancel my purchase order'],2
['I am done for forthwith'],2
['Iodin want to give'],2
['finish my gild'],2
['Natural my order'],2
['Iodin want to buy some volaille'],0
['add malva sylvestris to my cart'],0
['tot up this to my pushcart'],0
['summate'],0
['One want to buy chocolate'],0
['I desire to remove from my cart'],1
['remove from my handcart'],1
['remove the concluding merchandise from my go cart'],1
['slay the blank cheese from my cart'],1
['hit this from my cart'],1
['hit'],1
['I want to finish my gild'],2
['Cancel my order'],2
['1 live done for now'],2
['I want to yield'],2
['finish my order'],2
['Cancel my order'],2
['Single want to bribe some chicken'],0
['add cheese to my cart'],0
['impart this to my cart'],0
['tot'],0
['I need to buy coffee'],0
['I want to move out from my pushcart'],1
['remove from my cart'],1
['absent the utmost intersection from my cart'],1
['remove the blank cheese from my cart'],1
['remove this from my cart'],1
['bump off'],1
['I need to finish my order'],2
['Natural my order'],2
['I be done for now'],2
['Single want to pay'],2
['finish my ordering'],2
['Cancel my ordination'],2
['I want to buy some crybaby'],0
['add tall mallow to my pushcart'],0
['sum this to my go cart'],0
['supply'],0
"[""Single want to grease one's palms chocolate""]",0
['I need to take out from my cart'],1
['remove from my cart'],1
['remove the utmost mathematical product from my cart'],1
['remove the clean malva sylvestris from my cart'],1
['bump off this from my cart'],1
['murder'],1
['I want to finish my rules of order'],2
['Cancel my order'],2
['I be done for now'],2
['I want to ante up'],2
['finish my order'],2
['Natural my order'],2
['I desire to buy some chicken'],0
['add cheese to my pushcart'],0
['add this to my cart'],0
['supply'],0
['I require to buy chocolate'],0
['I want to dispatch from my handcart'],1
['remove from my go cart'],1
['take away the net product from my cart'],1
['take out the whitened cheese from my cart'],1
['take this from my pushcart'],1
['off'],1
['I want to fetch up my order'],2
['Natural my order'],2
['I be done for directly'],2
['I desire to bear'],2
['finish my rules of order'],2
['Cancel my order'],2
['I want to bribe some wimp'],0
['add cheese to my pushcart'],0
['append this to my handcart'],0
['bring'],0
['Ane want to bribe chocolate'],0
['1 want to get rid of from my cart'],1
['remove from my handcart'],1
['transfer the last intersection from my cart'],1
['remove the bloodless malva sylvestris from my go cart'],1
['murder this from my cart'],1
['withdraw'],1
['I want to finish up my order'],2
['Natural my order'],2
['1 am done for straightaway'],2
['I desire to pay'],2
['complete my order'],2
['Natural my order'],2
['I require to buy some crybaby'],0
['summate cheese to my pushcart'],0
['add up this to my cart'],0
['supply'],0
['I want to bribe hot chocolate'],0
['Ane want to remove from my pushcart'],1
['remove from my cart'],1
['remove the utmost product from my pushcart'],1
['dispatch the white malva sylvestris from my cart'],1
['move out this from my cart'],1
['take'],1
['I desire to complete my order'],2
['Natural my order'],2
['I be do for now'],2
['I need to ante up'],2
['finish my order'],2
['Cancel my order'],2
['Single require to buy some chicken'],0
['add high mallow to my cart'],0
['bring this to my cart'],0
['summate'],0
['I want to buy cocoa'],0
['Unity require to remove from my handcart'],1
['remove from my go cart'],1
['remove the last product from my go cart'],1
['murder the white cheeseflower from my cart'],1
['murder this from my cart'],1
['off'],1
['I require to fetch up my order'],2
['Natural my order'],2
['I am get along for now'],2
['I need to devote'],2
['polish off my order'],2
['Cancel my order'],2
['I need to buy some chicken'],0
['add high mallow to my go cart'],0
['total this to my cart'],0
['lend'],0
['I need to buy chocolate'],0
['I require to transfer from my cart'],1
['remove from my cart'],1
['withdraw the final production from my cart'],1
['take out the white cheese from my cart'],1
['take this from my cart'],1
['polish off'],1
['I want to end my order of magnitude'],2
['Natural my order'],2
['I personify done for now'],2
['I require to pay'],2
['finish my order'],2
['Natural my order'],2
['I want to purchase some gallus gallus'],0
['contribute cheese to my cart'],0
['bring this to my cart'],0
['add together'],0
['I want to bribe deep brown'],0
['I want to absent from my pushcart'],1
['remove from my cart'],1
['slay the last product from my pushcart'],1
['take out the white malva sylvestris from my cart'],1
['dispatch this from my cart'],1
['take out'],1
['Ace want to finish my parliamentary procedure'],2
['Natural my order'],2
['Iodin am practice for now'],2
['I want to pay up'],2
['finish my order'],2
['Cancel my lodge'],2
['I want to bribe some chicken'],0
['sum cheese to my cart'],0
['append this to my cart'],0
['tot'],0
['One want to buy chocolate'],0
['I desire to remove from my cart'],1
['remove from my handcart'],1
['remove the last production from my pushcart'],1
['take away the blanched cheese from my cart'],1
['remove this from my pushcart'],1
['take away'],1
['I desire to finish my order'],2
['Cancel my order'],2
['1 am arrange for now'],2
['I need to pay'],2
['finish my edict'],2
['Cancel my order'],2
['Ane want to buy some gallus gallus'],0
['sum cheese to my cart'],0
['add this to my cart'],0
['tot'],0
['I desire to buy chocolate'],0
['I need to remove from my pushcart'],1
['remove from my go cart'],1
['remove the net product from my handcart'],1
['remove the white malva sylvestris from my pushcart'],1
['remove this from my cart'],1
['get rid of'],1
['I want to land up my order'],2
['Natural my order'],2
['Atomic number 53 am serve for now'],2
['1 require to pay'],2
['finish my guild'],2
['Cancel my order'],2
['One require to buy some chicken'],0
['add cheese to my pushcart'],0
['add this to my handcart'],0
['tally'],0
['I desire to corrupt chocolate'],0
['I want to remove from my handcart'],1
['remove from my handcart'],1
['absent the last mathematical product from my cart'],1
['remove the white tall mallow from my go cart'],1
['remove this from my handcart'],1
['murder'],1
['I want to end my gild'],2
['Cancel my decree'],2
['I am done for directly'],2
['Ace need to pay'],2
['finish my order'],2
['Natural my order'],2
['I desire to buy some chicken'],0
['total cheese to my cart'],0
['add this to my handcart'],0
['impart'],0
['I require to buy hot chocolate'],0
['I want to take away from my handcart'],1
['remove from my go cart'],1
['remove the last production from my cart'],1
['bump off the white tall mallow from my cart'],1
['polish off this from my go cart'],1
['bump off'],1
['I require to finish my order'],2
['Cancel my purchase order'],2
['I be done for now'],2
['One need to pay'],2
['finish my order'],2
['Cancel my parliamentary law'],2
"[""1 want to grease one's palms some chicken""]",0
['add malva sylvestris to my go cart'],0
['add this to my go cart'],0
['add together'],0
['1 need to buy chocolate'],0
['I want to remove from my pushcart'],1
['remove from my cart'],1
['remove the last product from my pushcart'],1
['remove the clean cheese from my pushcart'],1
['take this from my cart'],1
['bump off'],1
['1 need to finish my order'],2
['Cancel my gild'],2
['I am do for now'],2
['One desire to pay'],2
['end up my order'],2
['Cancel my order'],2
